task,level,test_year,features,model,recal,n_train,n_test,n_features,fit_seconds,PR_AUC,ROC_AUC,Brier,LogLoss,base_rate
y_run4,hour,2025,cal+FC,lgbm,month,52603,8759,38,14.306,0.785052244266171,0.9791418648353486,0.028298264938380176,0.15235866760856878,0.05913917113825779
y_run4,hour,2025,cal+AR(D-1)+FC,logit,month,51842,8759,55,4.128,0.7941451701585447,0.9839167005166277,0.024012203829919934,0.08147289334638731,0.05913917113825779
y_run4,hour,2025,cal+AR(D-1)+FC,lgbm,month,51842,8759,55,17.76,0.8312138969183933,0.986242157701932,0.023568155507819537,0.1338552356354192,0.05913917113825779
y_run6,hour,2021,cal,logit,month,17545,8760,7,0.295,0.041864731241189244,0.8495895737327188,0.00950527485844969,0.04713426006770034,0.0091324200913242
y_run6,hour,2021,cal,lgbm,month,17545,8760,7,6.964,0.03927841778368162,0.8741489055299538,0.010802308728777401,0.07957142904702819,0.0091324200913242
y_run6,hour,2021,cal+AR(D-2),logit,month,16778,8760,14,0.385,0.06341190034037278,0.86801267281106,0.009324274380726838,0.04612297505554128,0.0091324200913242
y_run6,hour,2021,cal+AR(D-2),lgbm,month,16778,8760,14,8.032,0.061262758931484196,0.7885671082949308,0.009007864667558867,0.11056614227086355,0.0091324200913242
y_run6,hour,2021,cal+AR(D-1),logit,month,16778,8760,24,0.901,0.0872221411467523,0.8987298387096775,0.010208908175629505,0.047882833964485554,0.0091324200913242
y_run6,hour,2021,cal+AR(D-1),lgbm,month,16778,8760,24,9.866,0.15904841975967446,0.9260980702764977,0.008728320993585191,0.10384381948555924,0.0091324200913242
y_run6,hour,2021,cal+FC,logit,month,17539,8760,38,1.847,0.6652031620402116,0.9950964861751151,0.0062339121509295894,0.01949724463308463,0.0091324200913242
y_run6,hour,2021,cal+FC,lgbm,month,17539,8760,38,8.311,0.5289294256593998,0.9947451036866359,0.0075098322237197425,0.057495968493019675,0.0091324200913242
y_run6,hour,2021,cal+AR(D-1)+FC,logit,month,16778,8760,55,2.413,0.5114847629625188,0.991802995391705,0.00805398734873053,0.027751433885957973,0.0091324200913242
y_run6,hour,2021,cal+AR(D-1)+FC,lgbm,month,16778,8760,55,11.378,0.5684996459690698,0.9931883640552995,0.006381916362829862,0.05142106279756564,0.0091324200913242
y_run6,hour,2022,cal,logit,month,26305,8760,7,0.182,0.01240996823027292,0.669440361122746,0.005506017817805633,0.03742676617836175,0.004908675799086758
y_run6,hour,2022,cal,lgbm,month,26305,8760,7,4.724,0.015079874546833126,0.7509731052127491,0.008397927188599792,0.07219264931731126,0.004908675799086758
y_run6,hour,2022,cal+AR(D-2),logit,month,25538,8760,14,0.428,0.04768968047086045,0.8903505846634883,0.005418522928563707,0.02865946523053931,0.004908675799086758
y_run6,hour,2022,cal+AR(D-2),lgbm,month,25538,8760,14,5.706,0.07847613783992054,0.9175655161926308,0.0048788700204605295,0.058142687398088436,0.004908675799086758
